ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,FLAG_UNEMPLOYED,YEARS_EMPLOYED,STATUS_TARGET
5012707,M,N,N,0,417700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19366,-225,1,0,1,0,Unknown,2,53.02,0,0.62,0
5012708,F,N,Y,0,105200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25453,-9649,1,0,0,0,Managers,2,69.69,0,26.42,0
5012709,F,N,Y,0,327800.0,Working,Secondary / secondary special,Married,House / apartment,-8140,-1445,1,0,0,0,Sales staff,2,22.29,0,3.96,0
5012710,F,N,N,1,248000.0,Working,Secondary / secondary special,Married,House / apartment,-24700,-5446,1,0,1,0,Laborers,3,67.62,0,14.91,0
5012711,M,N,Y,1,703700.0,State servant,Secondary / secondary special,Married,House / apartment,-8627,-1188,1,0,1,0,Unknown,3,23.62,0,3.25,0
5012712,F,N,N,0,401900.0,Working,Higher education,Married,House / apartment,-15720,-8329,1,0,1,0,Laborers,2,43.04,0,22.8,0
5012713,M,N,Y,0,189700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16110,-9440,1,1,1,1,Managers,1,44.11,0,25.85,0
5012714,M,N,N,0,171900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12213,-1059,1,1,0,0,Core staff,1,33.44,0,2.9,0
5012715,M,N,Y,0,517500.0,Working,Secondary / secondary special,Married,House / apartment,-17654,-9621,1,0,0,0,Laborers,2,48.33,0,26.34,0
5012716,M,N,Y,4,116700.0,Working,Secondary / secondary special,Married,With parents,-22535,-13367,1,0,0,0,Unknown,6,61.7,0,36.6,1
5012717,F,Y,N,0,268600.0,Working,Secondary / secondary special,Married,Municipal apartment,-12673,-5202,1,0,1,0,High skill tech staff,2,34.7,0,14.24,0
5012718,F,Y,Y,0,228600.0,Working,Lower secondary,Civil marriage,Rented apartment,-8591,-951,1,1,0,0,Drivers,2,23.52,0,2.6,0
5012719,F,N,N,0,205600.0,Working,Higher education,Civil marriage,With parents,-18852,-2642,1,0,1,0,Waiters/barmen staff,2,51.61,0,7.23,0
5012720,F,N,N,0,291300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-21034,365243,1,1,0,0,Unknown,2,57.59,1,0.0,0
5012721,M,N,N,1,268400.0,Working,Secondary / secondary special,Married,House / apartment,-24737,-6079,1,0,1,0,Managers,3,67.73,0,16.64,1
5012722,F,N,N,0,306900.0,Working,Secondary / secondary special,Married,Rented apartment,-10218,-2724,1,0,0,1,Unknown,2,27.98,0,7.46,0
5012723,F,N,Y,3,261700.0,Working,Secondary / secondary special,Married,House / apartment,-23766,-17059,1,0,0,0,Unknown,5,65.07,0,46.7,0
5012724,F,N,Y,0,300800.0,Working,Secondary / secondary special,Married,House / apartment,-16110,-8752,1,1,0,0,Core staff,2,44.11,0,23.96,0
5012725,F,Y,Y,0,255800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11611,365243,1,0,0,0,Unknown,2,31.79,1,0.0,0
5012726,F,N,Y,0,175600.0,Working,Secondary / secondary special,Married,House / apartment,-24887,-7551,1,0,1,0,Unknown,2,68.14,0,20.67,0
5012727,M,N,Y,0,244600.0,State servant,Secondary / secondary special,Married,Municipal apartment,-11659,-76,1,0,0,0,Drivers,2,31.92,0,0.21,0
5012728,F,Y,Y,0,170800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20700,-7813,1,0,1,0,Sales staff,2,56.67,0,21.39,0
5012729,M,N,Y,0,165300.0,Pensioner,Higher education,Married,House / apartment,-21639,365243,1,0,0,0,Unknown,2,59.24,1,0.0,0
5012730,F,N,Y,1,206400.0,Working,Higher education,Separated,House / apartment,-15167,-4949,1,1,1,0,Unknown,2,41.52,0,13.55,0
5012731,F,Y,Y,0,230000.0,Working,Secondary / secondary special,Married,House / apartment,-19906,-9270,1,1,0,0,Sales staff,2,54.5,0,25.38,0
5012732,F,Y,N,0,248500.0,Working,Secondary / secondary special,Married,House / apartment,-17760,-5775,1,1,0,0,Unknown,2,48.62,0,15.81,0
5012733,M,N,Y,0,386000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10812,-93,1,1,0,0,Managers,2,29.6,0,0.25,0
5012734,F,Y,Y,0,190300.0,Working,Higher education,Married,House / apartment,-21182,-2173,1,1,0,0,Unknown,2,57.99,0,5.95,0
5012735,M,Y,N,2,269400.0,Working,Higher education,Married,With parents,-24253,-15612,1,0,1,0,Unknown,4,66.4,0,42.74,0
5012736,F,Y,Y,0,259000.0,Pensioner,Higher education,Married,House / apartment,-16229,365243,1,0,0,0,Unknown,2,44.43,1,0.0,0
5012737,M,N,N,1,180100.0,Working,Secondary / secondary special,Married,House / apartment,-25464,-7783,1,0,0,0,Unknown,3,69.72,0,21.31,0
5012738,M,N,Y,0,253300.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15121,-762,1,0,0,0,Sales staff,2,41.4,0,2.09,0
5012739,F,N,Y,1,403100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16066,365243,1,1,0,0,Unknown,3,43.99,1,0.0,0
5012740,F,Y,Y,1,268000.0,Working,Secondary / secondary special,Married,House / apartment,-19612,-6251,1,0,1,1,Laborers,3,53.69,0,17.11,0
5012741,M,N,N,2,273400.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-10698,365243,1,0,0,0,Unknown,3,29.29,1,0.0,0
5012742,M,Y,Y,0,171600.0,Working,Secondary / secondary special,Single / not married,House / apartment,-23777,-8397,1,1,0,0,Laborers,1,65.1,0,22.99,0
5012743,F,Y,N,0,653400.0,Working,Higher education,Married,House / apartment,-21938,-13712,1,1,0,0,Core staff,2,60.06,0,37.54,0
5012744,F,N,Y,0,176500.0,Working,Higher education,Married,House / apartment,-23238,-940,1,0,1,0,Drivers,2,63.62,0,2.57,0
5012745,F,Y,Y,0,106000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18437,365243,1,1,1,0,Unknown,2,50.48,1,0.0,0
5012746,M,N,Y,0,375300.0,Pensioner,Higher education,Married,With parents,-23444,365243,1,0,0,0,Unknown,2,64.19,1,0.0,0
5012747,F,N,Y,2,230500.0,State servant,Secondary / secondary special,Married,With parents,-19723,-4754,1,0,0,0,Unknown,4,54.0,0,13.02,0
5012748,M,Y,Y,0,209800.0,Working,Higher education,Married,House / apartment,-16647,-2558,1,0,1,1,Unknown,2,45.58,0,7.0,0
5012749,M,N,N,3,185800.0,Pensioner,Higher education,Single / not married,House / apartment,-24322,365243,1,0,0,0,Unknown,4,66.59,1,0.0,0
5012750,F,N,Y,0,622400.0,Working,Secondary / secondary special,Married,House / apartment,-15335,-714,1,0,0,0,Managers,2,41.98,0,1.95,0
5012751,F,N,Y,1,291500.0,Working,Secondary / secondary special,Married,With parents,-16447,-6195,1,1,0,0,High skill tech staff,3,45.03,0,16.96,0
5012752,M,Y,Y,0,321400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10401,365243,1,0,0,0,Unknown,2,28.48,1,0.0,0
5012753,M,N,N,0,264800.0,Working,Higher education,Married,House / apartment,-24612,-8720,1,0,1,0,Unknown,2,67.38,0,23.87,0
5012754,M,Y,N,2,279400.0,Working,Secondary / secondary special,Married,House / apartment,-11342,-4516,1,0,0,0,Unknown,4,31.05,0,12.36,0
5012755,F,N,N,0,491300.0,Working,Higher education,Married,House / apartment,-10983,-1061,1,1,0,0,Drivers,2,30.07,0,2.9,0
5012756,F,Y,N,1,215400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9153,365243,1,0,0,0,Unknown,3,25.06,1,0.0,0
5012757,M,N,N,0,117800.0,Working,Secondary / secondary special,Separated,House / apartment,-15584,-5829,1,0,0,1,Laborers,1,42.67,0,15.96,0
5012758,M,Y,N,0,376800.0,Working,Incomplete higher,Married,House / apartment,-12302,-3860,1,0,0,0,Laborers,2,33.68,0,10.57,0
5012759,F,Y,N,2,313000.0,Student,Secondary / secondary special,Married,House / apartment,-20834,-3906,1,1,0,0,Unknown,4,57.04,0,10.69,0
5012760,F,N,Y,0,257700.0,Working,Secondary / secondary special,Separated,House / apartment,-12921,-1255,1,1,1,0,Unknown,1,35.38,0,3.44,0
5012761,F,N,Y,1,308900.0,Working,Secondary / secondary special,Widow,House / apartment,-20468,-9228,1,0,0,0,Unknown,2,56.04,0,25.26,0
5012762,M,N,Y,0,202800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10884,-2920,1,0,0,1,Laborers,2,29.8,0,7.99,0
5012763,M,N,Y,1,246700.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-11505,365243,1,1,0,0,Unknown,2,31.5,1,0.0,0
5012764,F,Y,Y,0,228600.0,Working,Secondary / secondary special,Married,House / apartment,-22028,-543,1,0,0,0,Laborers,2,60.31,0,1.49,0
5012765,F,N,Y,0,181600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14082,-4609,1,1,0,0,Unknown,2,38.55,0,12.62,0
5012766,M,N,N,0,442400.0,Working,Higher education,Married,Municipal apartment,-9346,-2498,1,0,0,0,Accountants,2,25.59,0,6.84,0
5012767,F,Y,Y,0,120500.0,Working,Secondary / secondary special,Married,House / apartment,-24863,-1229,1,1,1,0,Sales staff,2,68.07,0,3.36,1
5012768,M,N,N,0,794800.0,Working,Higher education,Married,House / apartment,-10545,-2403,1,0,0,0,High skill tech staff,2,28.87,0,6.58,0
5012769,F,N,N,0,378600.0,Working,Secondary / secondary special,Married,House / apartment,-10048,-803,1,0,0,0,Sales staff,2,27.51,0,2.2,1
5012770,M,N,N,0,100400.0,Working,Secondary / secondary special,Civil marriage,With parents,-13850,-3355,1,0,0,1,Core staff,2,37.92,0,9.19,1
5012771,M,N,N,0,218200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9052,365243,1,0,0,0,Unknown,2,24.78,1,0.0,0
5012772,F,N,N,0,224400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10147,-1481,1,0,0,0,Sales staff,2,27.78,0,4.05,0
5012773,F,Y,Y,0,297000.0,State servant,Secondary / secondary special,Married,House / apartment,-22763,-2541,1,0,0,0,Laborers,2,62.32,0,6.96,0
5012774,F,Y,Y,0,148900.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-10437,-599,1,0,0,0,Unknown,1,28.57,0,1.64,0
5012775,F,N,Y,0,248100.0,Working,Incomplete higher,Civil marriage,House / apartment,-9340,-492,1,0,1,0,Unknown,2,25.57,0,1.35,0
5012776,M,Y,N,0,229800.0,Working,Secondary / secondary special,Married,With parents,-23375,-1382,1,1,0,0,Drivers,2,64.0,0,3.78,0
5012777,F,Y,N,1,168800.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-15410,365243,1,0,0,0,Unknown,3,42.19,1,0.0,0
5012778,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10175,-2246,1,0,0,0,Unknown,1,27.86,0,6.15,0
5012779,F,N,Y,1,386500.0,State servant,Higher education,Separated,House / apartment,-17925,-480,1,0,0,0,Managers,2,49.08,0,1.31,0
5012780,F,Y,Y,0,104500.0,Working,Secondary / secondary special,Married,House / apartment,-8063,-566,1,0,0,0,Laborers,2,22.08,0,1.55,0
5012781,F,N,Y,1,310000.0,Working,Higher education,Married,Municipal apartment,-15110,-2813,1,0,0,0,Sales staff,3,41.37,0,7.7,0
5012782,M,N,Y,0,363700.0,Working,Secondary / secondary special,Married,House / apartment,-18086,-1901,1,0,0,0,Security staff,2,49.52,0,5.2,0
5012783,F,Y,Y,0,218900.0,Working,Secondary / secondary special,Widow,House / apartment,-24784,-7247,1,0,0,0,Unknown,1,67.85,0,19.84,0
5012784,F,N,Y,1,250600.0,Working,Secondary / secondary special,Widow,House / apartment,-13267,-3812,1,1,0,0,Sales staff,2,36.32,0,10.44,0
5012785,F,N,N,1,436800.0,Working,Higher education,Single / not married,Office apartment,-21277,-13585,1,1,0,0,Unknown,2,58.25,0,37.19,0
5012786,M,N,Y,0,171600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9728,-1395,1,0,1,0,Laborers,2,26.63,0,3.82,0
5012787,M,N,Y,0,180700.0,Working,Secondary / secondary special,Married,House / apartment,-15223,-281,1,0,1,0,Unknown,2,41.68,0,0.77,0
5012788,F,Y,N,0,190600.0,Working,Secondary / secondary special,Married,House / apartment,-11380,-2049,1,0,0,0,Unknown,2,31.16,0,5.61,0
5012789,F,N,Y,0,437200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16299,-7929,1,1,1,0,Managers,2,44.62,0,21.71,0
5012790,M,Y,Y,1,465800.0,Working,Secondary / secondary special,Married,House / apartment,-14925,-1472,1,0,0,0,Laborers,3,40.86,0,4.03,0
5012791,F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25198,-12797,1,0,0,0,Unknown,2,68.99,0,35.04,0
5012792,M,N,Y,0,403800.0,Working,Secondary / secondary special,Widow,House / apartment,-24061,-9545,1,0,0,0,Sales staff,1,65.88,0,26.13,0
5012793,F,N,Y,0,367700.0,Pensioner,Lower secondary,Married,House / apartment,-17938,365243,1,1,1,0,Unknown,2,49.11,1,0.0,1
5012794,M,Y,Y,0,530900.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10529,-2993,1,0,0,0,Unknown,1,28.83,0,8.19,0
5012795,M,Y,Y,0,296000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17476,365243,1,0,0,0,Unknown,1,47.85,1,0.0,0
5012796,F,Y,Y,1,238800.0,Working,Secondary / secondary special,Married,House / apartment,-21770,-12675,1,1,0,0,Sales staff,3,59.6,0,34.7,0
5012797,M,N,Y,0,432800.0,Working,Higher education,Married,House / apartment,-7999,-1179,1,0,1,0,Unknown,2,21.9,0,3.23,0
5012798,F,Y,N,1,346300.0,Working,Secondary / secondary special,Widow,With parents,-15231,-7170,1,0,1,0,Laborers,2,41.7,0,19.63,0
5012799,F,N,Y,0,750100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8084,-734,1,0,1,0,Managers,1,22.13,0,2.01,0
5012800,M,Y,N,0,394300.0,Working,Secondary / secondary special,Married,House / apartment,-11760,-3968,1,0,0,0,Core staff,2,32.2,0,10.86,0
5012801,F,N,Y,0,263600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8987,-216,1,0,0,0,Drivers,2,24.61,0,0.59,0
5012802,F,Y,Y,0,135700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24848,-7258,1,0,0,0,Managers,1,68.03,0,19.87,0
5012803,M,N,N,1,182600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10388,-2465,1,0,0,0,Sales staff,3,28.44,0,6.75,0
5012804,F,N,Y,0,119100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10046,365243,1,0,0,0,Unknown,2,27.5,1,0.0,1
5012805,F,N,Y,0,219200.0,Commercial associate,Higher education,Single / not married,House / apartment,-25057,-15913,1,1,0,0,Sales staff,1,68.6,0,43.57,0
5012806,F,N,Y,0,387900.0,Working,Higher education,Married,Office apartment,-16728,-894,1,0,1,0,High skill tech staff,2,45.8,0,2.45,0
5012807,M,N,Y,0,243700.0,State servant,Secondary / secondary special,Married,House / apartment,-21148,-8873,1,0,0,0,Medicine staff,2,57.9,0,24.29,1
5012808,M,N,N,1,406900.0,Working,Secondary / secondary special,Separated,House / apartment,-13283,-6041,1,0,0,0,Accountants,2,36.37,0,16.54,0
5012809,M,Y,N,0,289000.0,Working,Higher education,Married,House / apartment,-17036,-3903,1,0,0,0,Unknown,2,46.64,0,10.69,0
5012810,F,Y,Y,1,199600.0,Pensioner,Higher education,Civil marriage,House / apartment,-7430,365243,1,0,0,0,Unknown,3,20.34,1,0.0,0
5012811,F,N,Y,0,255100.0,Working,Secondary / secondary special,Married,House / apartment,-14771,-7475,1,0,0,0,Unknown,2,40.44,0,20.47,0
5012812,F,N,Y,0,309100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17442,-4627,1,0,1,0,Core staff,2,47.75,0,12.67,0
5012813,M,N,N,0,261700.0,Working,Higher education,Married,House / apartment,-16699,-2545,1,1,1,0,Laborers,2,45.72,0,6.97,0
5012814,M,Y,N,1,263200.0,Working,Secondary / secondary special,Married,House / apartment,-14716,-1034,1,0,0,1,Sales staff,3,40.29,0,2.83,0
5012815,F,Y,N,1,166200.0,Working,Higher education,Widow,House / apartment,-21694,-6480,1,0,0,1,Unknown,2,59.39,0,17.74,0
5012816,F,Y,Y,0,196600.0,Working,Secondary / secondary special,Widow,With parents,-16466,-2354,1,0,1,0,High skill tech staff,1,45.08,0,6.44,0
5012817,M,Y,N,0,755200.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18922,-12335,1,0,0,0,Sales staff,1,51.81,0,33.77,0
5012818,F,Y,Y,0,451200.0,Working,Secondary / secondary special,Married,House / apartment,-10677,-2607,1,0,1,0,Unknown,2,29.23,0,7.14,1
5012819,M,Y,Y,0,116800.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23038,365243,1,0,1,0,Unknown,1,63.07,1,0.0,0
5012820,F,Y,N,0,74800.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13931,365243,1,0,1,0,Unknown,2,38.14,1,0.0,1
5012821,F,N,Y,0,253600.0,Pensioner,Higher education,Married,House / apartment,-16109,365243,1,0,0,0,Unknown,2,44.1,1,0.0,0
5012822,M,Y,N,0,381600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13737,365243,1,0,0,0,Unknown,2,37.61,1,0.0,0
5012823,M,N,Y,0,188200.0,Working,Higher education,Married,House / apartment,-23593,-16868,1,0,0,0,Waiters/barmen staff,2,64.59,0,46.18,0
5012824,F,Y,N,0,406900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23755,365243,1,0,0,1,Unknown,2,65.04,1,0.0,0
5012825,M,N,Y,1,251500.0,Working,Secondary / secondary special,Married,House / apartment,-11401,-1321,1,0,1,0,Unknown,3,31.21,0,3.62,0
5012826,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21051,-12221,1,0,1,0,Unknown,2,57.63,0,33.46,0
5012827,F,Y,Y,2,356300.0,Commercial associate,Higher education,Married,House / apartment,-9184,-2443,1,1,0,0,Sales staff,4,25.14,0,6.69,0
5012828,F,N,Y,0,187100.0,Working,Secondary / secondary special,Married,House / apartment,-7850,-411,1,0,0,0,Core staff,2,21.49,0,1.13,0
5012829,F,Y,Y,0,211500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22583,365243,1,1,0,0,Unknown,1,61.83,1,0.0,0
5012830,F,N,Y,0,341300.0,Working,Lower secondary,Married,House / apartment,-9701,-1000,1,0,0,0,Unknown,2,26.56,0,2.74,1
5012831,M,Y,Y,0,240300.0,Working,Secondary / secondary special,Married,House / apartment,-10132,-2062,1,0,0,0,Laborers,2,27.74,0,5.65,0
5012832,F,N,Y,0,634000.0,Working,Higher education,Single / not married,House / apartment,-18383,-4872,1,0,0,0,Managers,1,50.33,0,13.34,0
5012833,F,N,Y,0,345400.0,Working,Higher education,Married,House / apartment,-22221,-47,1,0,0,0,Unknown,2,60.84,0,0.13,0
5012834,F,Y,Y,2,334300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10768,365243,1,0,0,0,Unknown,4,29.48,1,0.0,0
5012835,M,N,N,0,238200.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-9390,-2012,1,0,0,0,Drivers,2,25.71,0,5.51,1
5012836,M,Y,N,2,378100.0,Working,Incomplete higher,Married,House / apartment,-8717,-904,1,1,0,0,Unknown,4,23.87,0,2.48,0
5012837,F,N,Y,0,207800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-7759,0,1,0,0,0,Sales staff,2,21.24,0,0.0,0
5012838,M,N,Y,0,281200.0,Working,Secondary / secondary special,Married,House / apartment,-9432,-2298,1,0,1,0,Unknown,2,25.82,0,6.29,0
5012839,F,N,N,0,154400.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24521,365243,1,0,0,0,Unknown,2,67.13,1,0.0,0
5012840,F,Y,Y,1,410500.0,Working,Secondary / secondary special,Married,House / apartment,-9045,-670,1,0,1,0,Core staff,3,24.76,0,1.83,0
5012841,F,N,Y,0,282300.0,Pensioner,Higher education,Married,House / apartment,-18218,365243,1,0,0,0,Unknown,2,49.88,1,0.0,0
5012842,F,N,Y,2,657800.0,Commercial associate,Higher education,Married,House / apartment,-24124,-9337,1,0,0,0,Unknown,4,66.05,0,25.56,0
5012843,F,Y,Y,0,807400.0,Pensioner,Higher education,Married,House / apartment,-18771,365243,1,0,0,0,Unknown,2,51.39,1,0.0,0
5012844,F,Y,Y,1,357600.0,Commercial associate,Higher education,Married,House / apartment,-7903,-791,1,0,0,0,Unknown,3,21.64,0,2.17,0
5012845,M,Y,Y,0,252600.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18197,-11475,1,0,1,0,Managers,1,49.82,0,31.42,0
5012846,F,N,Y,0,152100.0,Commercial associate,Higher education,Civil marriage,House / apartment,-23797,-9450,1,0,0,0,Unknown,2,65.15,0,25.87,0
5012847,F,Y,Y,0,383800.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-13196,365243,1,0,0,0,Unknown,2,36.13,1,0.0,1
5012848,F,N,Y,0,271200.0,Pensioner,Secondary / secondary special,Married,Co-op apartment,-13033,365243,1,0,0,0,Unknown,2,35.68,1,0.0,0
5012849,F,Y,Y,0,319500.0,Commercial associate,Higher education,Married,House / apartment,-11850,-2955,1,0,0,0,Core staff,2,32.44,0,8.09,0
5012850,M,Y,Y,0,579800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16538,-3103,1,0,0,0,Unknown,2,45.28,0,8.5,0
5012851,F,N,Y,0,161700.0,Pensioner,Higher education,Married,With parents,-11650,365243,1,0,0,0,Unknown,2,31.9,1,0.0,0
5012852,F,N,N,0,153800.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20523,365243,1,0,0,1,Unknown,2,56.19,1,0.0,0
5012853,M,N,Y,0,216900.0,Commercial associate,Higher education,Married,House / apartment,-19082,-7779,1,0,0,0,Unknown,2,52.24,0,21.3,0
