ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5013315,F,N,N,0,207400.0,Working,Higher education,Married,House / apartment,-10667,-2690,1,1,0,0,Managers,2.0
5013316,M,Y,Y,4,775500.0,Working,Secondary / secondary special,Married,House / apartment,-10949,-331,1,0,0,0,Sales staff,6.0
5013317,F,N,Y,0,235200.0,Working,Secondary / secondary special,Separated,With parents,-10547,-835,1,0,0,0,Accountants,1.0
5013318,F,N,Y,0,332500.0,Commercial associate,Higher education,Married,House / apartment,-22029,-11937,1,0,1,1,Laborers,2.0
5013319,F,Y,Y,0,92500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10015,-3109,1,0,1,0,,2.0
5013320,F,N,Y,1,158800.0,Working,Higher education,Married,House / apartment,-12133,-1441,1,0,0,0,,3.0
5013321,F,N,Y,0,141800.0,Working,Higher education,Married,House / apartment,-11282,-3683,1,0,1,0,Laborers,2.0
5013322,M,N,N,0,151500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-20324,-3474,1,0,0,0,,2.0
5013323,M,Y,Y,0,300500.0,Working,Secondary / secondary special,Married,House / apartment,-10198,-3236,1,0,0,0,Laborers,2.0
5013324,F,Y,N,1,409700.0,Commercial associate,Higher education,Civil marriage,House / apartment,-7744,-618,1,0,0,0,,3.0
5013325,F,N,N,0,290000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14139,-6427,1,0,0,0,Core staff,2.0
5013326,F,N,N,0,218000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-12877,-3202,1,0,1,0,Core staff,1.0
5013327,F,N,Y,0,178100.0,Working,Secondary / secondary special,Married,House / apartment,-14568,-6749,1,0,0,0,Laborers,2.0
5013328,F,Y,Y,1,426000.0,Working,Secondary / secondary special,Married,House / apartment,-21072,-6550,1,0,0,0,Drivers,3.0
5013329,F,N,Y,1,687700.0,Working,Lower secondary,Married,House / apartment,-7531,-904,1,0,0,0,,3.0
5013330,F,N,Y,0,261200.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-7994,365243,1,0,0,0,,1.0
5013331,F,Y,Y,0,390500.0,Pensioner,Higher education,Married,House / apartment,-11974,365243,1,1,0,1,,2.0
5013332,F,N,N,2,289900.0,Working,Secondary / secondary special,Widow,House / apartment,-23544,-9059,1,0,0,0,Laborers,3.0
5013333,M,N,Y,0,356200.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-10393,-3255,1,0,0,0,Laborers,1.0
5013334,M,Y,Y,1,136400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25513,-16654,1,0,0,1,Sales staff,3.0
5013335,M,N,N,0,191300.0,Working,Secondary / secondary special,Married,House / apartment,-22019,-12859,1,0,0,0,Managers,2.0
5013336,M,Y,Y,0,297500.0,Working,Incomplete higher,Married,House / apartment,-15635,365243,1,0,0,1,,2.0
5013337,M,N,Y,1,447600.0,Commercial associate,Higher education,Married,House / apartment,-20963,-5806,1,0,0,1,Drivers,3.0
5013338,F,N,N,0,162200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16780,365243,1,1,0,0,,2.0
5013339,F,N,Y,0,88300.0,Pensioner,Higher education,Single / not married,House / apartment,-17641,365243,1,0,1,0,,1.0
5013340,F,N,Y,0,190300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17911,-3479,1,0,1,0,Laborers,2.0
5013341,F,N,Y,1,404500.0,Working,Secondary / secondary special,Married,House / apartment,-19152,-5034,1,1,1,1,High skill tech staff,3.0
5013342,M,Y,N,0,110600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8415,-804,1,0,0,0,Laborers,2.0
5013343,M,N,Y,0,135500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18564,365243,1,0,0,0,,1.0
5013344,M,Y,Y,2,263900.0,Working,Incomplete higher,Married,House / apartment,-20398,-88,1,0,0,0,,4.0
5013345,F,Y,Y,0,230400.0,Working,Secondary / secondary special,Married,House / apartment,-12980,-6013,1,0,0,0,Laborers,2.0
5013346,M,Y,Y,0,328600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-25176,-9840,1,1,0,0,,2.0
5013347,M,N,Y,0,132100.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9943,365243,1,0,0,0,,1.0
5013348,F,Y,Y,4,207500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23932,365243,1,0,0,0,,5.0
5013349,F,Y,Y,0,443800.0,Working,Secondary / secondary special,Widow,House / apartment,-19659,-10414,1,0,1,0,,1.0
5013350,M,Y,Y,0,134500.0,Working,Secondary / secondary special,Separated,With parents,-19437,-4815,1,1,1,0,,1.0
5013351,F,Y,Y,0,510900.0,Pensioner,Higher education,Married,House / apartment,-23303,365243,1,1,1,1,,2.0
5013352,F,N,Y,1,143200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22494,365243,1,0,0,0,,3.0
5013353,F,N,Y,1,373300.0,Working,Secondary / secondary special,Married,House / apartment,-13613,-6323,1,0,1,0,,3.0
5013354,F,Y,Y,0,202600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20187,-4765,1,0,0,0,Core staff,2.0
5013355,M,N,Y,0,137700.0,Pensioner,Secondary / secondary special,Married,House / apartment,-8229,365243,1,0,0,0,,2.0
5013356,M,N,N,1,190400.0,Pensioner,Higher education,Married,House / apartment,-15779,365243,1,0,0,0,,3.0
5013357,F,N,N,0,320600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24431,365243,1,0,0,0,,2.0
5013358,F,N,Y,2,243300.0,Working,Secondary / secondary special,Married,House / apartment,-12311,-3812,1,0,0,0,Accountants,4.0
5013359,F,N,Y,0,427100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8218,-633,1,0,0,0,Managers,2.0
5013360,F,Y,Y,0,500500.0,Working,Incomplete higher,Married,House / apartment,-17951,365243,1,0,0,0,,2.0
5013361,F,N,Y,0,135100.0,Pensioner,Higher education,Civil marriage,With parents,-13790,365243,1,0,0,0,,2.0
5013362,F,N,Y,1,130300.0,Working,Secondary / secondary special,Married,House / apartment,-14239,-7106,1,0,0,0,Core staff,3.0
5013363,F,N,Y,0,127100.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17942,-6776,1,1,0,0,Security staff,1.0
5013364,F,N,N,0,155700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18657,-5190,1,0,0,0,,2.0
5013365,M,Y,Y,0,424000.0,Pensioner,Higher education,Married,House / apartment,-15292,365243,1,0,0,0,,2.0
5013366,F,N,Y,0,323100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16574,-674,1,0,0,0,Drivers,2.0
5013367,M,N,N,0,185900.0,Working,Secondary / secondary special,Married,House / apartment,-25444,-1188,1,0,0,0,Laborers,2.0
5013368,M,Y,Y,0,242800.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-24785,-1559,1,0,1,0,Laborers,2.0
5013369,F,Y,Y,1,492700.0,Working,Secondary / secondary special,Married,House / apartment,-20222,-1559,1,0,0,0,Cooking staff,3.0
5013370,M,N,N,0,633800.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10254,-2417,1,1,0,0,,2.0
5013371,M,N,N,1,277900.0,State servant,Secondary / secondary special,Married,House / apartment,-13879,-6649,1,1,0,1,Core staff,3.0
5013372,M,N,N,0,64600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23432,-16235,1,0,0,0,Medicine staff,2.0
5013373,F,N,Y,0,283300.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15040,-259,1,1,0,1,Security staff,2.0
5013374,F,N,Y,0,389600.0,Working,Secondary / secondary special,Married,House / apartment,-24752,-5976,1,1,1,0,Sales staff,2.0
5013375,F,Y,N,2,273200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16223,365243,1,0,0,0,,4.0
5013376,M,Y,Y,1,351100.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23043,-7800,1,1,0,0,Laborers,3.0
5013377,F,Y,N,0,291900.0,Commercial associate,Higher education,Single / not married,House / apartment,-7951,-1172,1,1,0,0,Core staff,1.0
5013378,F,Y,Y,1,131700.0,State servant,Secondary / secondary special,Married,House / apartment,-15234,-4327,1,1,1,0,,3.0
5013379,M,Y,Y,0,156700.0,Working,Secondary / secondary special,Married,House / apartment,-20094,-9109,1,0,0,0,Core staff,2.0
5013380,F,N,N,0,207900.0,Commercial associate,Higher education,Separated,House / apartment,-23076,-8736,1,0,0,0,Core staff,1.0
5013381,M,N,Y,0,415900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18438,365243,1,0,0,0,,2.0
5013382,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-10469,-3792,1,1,1,0,Laborers,2.0
5013383,F,Y,Y,0,306600.0,Working,Secondary / secondary special,Married,House / apartment,-23482,-2620,1,0,1,0,Managers,2.0
5013384,F,Y,Y,1,284200.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-17803,-8800,1,1,0,0,,3.0
5013385,M,N,Y,0,539600.0,Working,Secondary / secondary special,Married,House / apartment,-9278,-964,1,0,0,0,,2.0
5013386,F,Y,Y,1,239100.0,Working,Secondary / secondary special,Married,House / apartment,-15776,-3377,1,0,0,0,Sales staff,3.0
5013387,F,Y,Y,0,101500.0,Working,Higher education,Widow,House / apartment,-20069,365243,1,1,0,1,,1.0
5013388,F,N,N,0,337400.0,Working,Higher education,Single / not married,Rented apartment,-15542,-5478,1,1,0,0,Laborers,1.0
5013389,F,N,Y,1,711000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23208,365243,1,0,0,0,,3.0
5013390,F,Y,N,1,348600.0,Working,Higher education,Single / not married,House / apartment,-15043,-5335,1,1,0,0,Drivers,2.0
5013391,M,N,Y,2,164700.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17960,-2771,1,1,0,0,Medicine staff,3.0
5013392,F,Y,Y,0,142100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11162,365243,1,1,0,0,,2.0
5013393,F,N,Y,1,151600.0,Working,Secondary / secondary special,Married,House / apartment,-16668,-8167,1,0,0,1,Drivers,3.0
5013394,F,N,N,1,664700.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-11375,-3764,1,1,1,0,,2.0
5013395,M,Y,N,0,207300.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11417,365243,1,1,1,0,,2.0
5013396,F,N,N,0,175300.0,Pensioner,Secondary / secondary special,Married,With parents,-12417,365243,1,1,0,0,,2.0
5013397,M,Y,Y,0,225500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8112,365243,1,0,0,0,,1.0
5013398,F,Y,Y,0,208400.0,Working,Higher education,Civil marriage,House / apartment,-10287,-267,1,0,0,0,,2.0
5013399,F,Y,N,0,534600.0,Working,Secondary / secondary special,Married,House / apartment,-15055,-2171,1,1,0,0,Laborers,2.0
5013400,F,N,N,4,147000.0,Working,Secondary / secondary special,Married,House / apartment,-9698,-1119,1,0,0,0,Sales staff,6.0
5013401,M,Y,N,0,440600.0,Working,Secondary / secondary special,Married,House / apartment,-9741,-1751,1,1,1,0,Sales staff,2.0
5013402,F,Y,Y,1,259500.0,Working,Secondary / secondary special,Married,House / apartment,-24982,-15321,1,1,0,0,Laborers,3.0
5013403,M,Y,N,0,446400.0,Working,Higher education,Widow,House / apartment,-15105,-2517,1,1,1,0,Sales staff,1.0
5013404,M,Y,Y,0,538600.0,Commercial associate,Incomplete higher,Married,House / apartment,-14678,-3274,1,0,0,1,,2.0
5013405,F,N,Y,0,254700.0,Working,Higher education,Married,House / apartment,-12195,-1030,1,0,0,0,,2.0
5013406,F,Y,Y,0,208500.0,Working,Higher education,Widow,House / apartment,-16664,-2670,1,0,0,1,,1.0
5013407,F,Y,Y,1,252300.0,Working,Secondary / secondary special,Married,House / apartment,-18191,-2326,1,0,0,0,Sales staff,3.0
5013408,F,N,N,4,232800.0,Working,Secondary / secondary special,Married,House / apartment,-14942,-796,1,0,1,0,,6.0
5013409,F,N,N,0,106600.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14497,-7463,1,0,0,0,Core staff,2.0
5013410,F,N,N,1,530600.0,Commercial associate,Incomplete higher,Married,House / apartment,-20097,-267,1,0,0,0,Medicine staff,3.0
5013411,M,N,Y,0,276100.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24650,365243,1,1,0,0,,2.0
5013412,F,Y,Y,0,136500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23336,365243,1,0,0,0,,2.0
5013413,F,N,N,0,86800.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9471,-2168,1,0,1,0,Core staff,2.0
5013414,M,N,Y,0,76200.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-19218,-648,1,0,0,0,Cleaning staff,2.0
5013415,M,Y,N,0,358900.0,Working,Secondary / secondary special,Married,With parents,-7434,-317,1,0,1,0,Laborers,2.0
5013416,F,N,Y,0,179100.0,Working,Higher education,Married,House / apartment,-18867,-2364,1,0,1,0,Sales staff,2.0
5013417,M,Y,Y,0,194500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15785,365243,1,0,0,0,,2.0
5013418,M,N,Y,1,311600.0,Working,Higher education,Married,House / apartment,-16274,-7850,1,0,0,0,Sales staff,3.0
5013419,M,N,N,0,188600.0,Working,Higher education,Married,House / apartment,-18044,-10783,1,0,0,0,,2.0
5013420,F,N,Y,0,320800.0,Working,Higher education,Separated,House / apartment,-20868,-4610,1,1,0,0,Managers,1.0
5013421,F,N,Y,0,256000.0,Working,Higher education,Married,House / apartment,-20627,-14044,1,0,1,0,Laborers,2.0
5013422,M,N,N,1,234100.0,Pensioner,Secondary / secondary special,Married,With parents,-8117,365243,1,1,0,0,,3.0
5013423,F,Y,Y,1,111200.0,Working,Incomplete higher,Married,House / apartment,-20755,-11497,1,0,0,0,Sales staff,3.0
5013424,F,N,N,1,162000.0,Working,Secondary / secondary special,Married,House / apartment,-22460,-153,1,1,1,0,Laborers,3.0
5013425,F,Y,Y,0,330000.0,Working,Higher education,Civil marriage,House / apartment,-8550,-198,1,0,0,0,Managers,2.0
5013426,M,Y,Y,0,173600.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13203,-3759,1,0,0,0,Medicine staff,1.0
5013427,F,N,N,1,446000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21770,-6393,1,1,0,0,Drivers,3.0
5013428,F,Y,Y,0,789100.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16310,-6793,1,0,1,0,Laborers,1.0
5013429,F,Y,Y,0,339000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19995,365243,1,0,0,0,,2.0
5013430,M,N,Y,0,515000.0,Working,Higher education,Married,House / apartment,-16479,-870,1,0,1,1,,2.0
5013431,F,N,Y,0,350000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-25170,-2996,1,0,0,0,Managers,2.0
5013432,F,Y,Y,0,186900.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-24402,-11725,1,0,0,0,,2.0
5013433,F,Y,Y,0,269800.0,State servant,Secondary / secondary special,Married,House / apartment,-12439,-440,1,1,0,0,Laborers,2.0
5013434,M,Y,N,0,668100.0,Working,Higher education,Married,House / apartment,-14352,-6538,1,0,0,0,Laborers,2.0
5013435,M,N,N,0,187900.0,Working,Secondary / secondary special,Married,House / apartment,-15182,-7418,1,0,1,1,,2.0
5013436,F,Y,Y,2,145200.0,Working,Higher education,Married,Office apartment,-9208,-756,1,0,0,0,Security staff,4.0
5013437,F,N,Y,0,138500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14684,-4244,1,0,1,0,,1.0
5013438,M,Y,Y,0,219000.0,Working,Secondary / secondary special,Married,House / apartment,-21456,-5673,1,0,0,0,,2.0
5013439,F,Y,Y,0,147800.0,Working,Incomplete higher,Married,With parents,-22771,-10453,1,0,0,0,Sales staff,2.0
5013440,M,N,Y,0,563800.0,Working,Secondary / secondary special,Married,House / apartment,-23488,-16672,1,0,0,0,Medicine staff,2.0
5013441,F,Y,Y,0,272000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-7571,365243,1,0,0,0,,2.0
5013442,F,N,Y,0,396900.0,Working,Higher education,Single / not married,House / apartment,-21711,-7319,1,0,1,0,High skill tech staff,1.0
5013443,F,Y,Y,0,210300.0,State servant,Higher education,Separated,Municipal apartment,-16484,-1391,1,0,0,0,Managers,1.0
5013444,F,N,Y,0,138000.0,Pensioner,Lower secondary,Widow,House / apartment,-11070,365243,1,0,0,0,,1.0
5013445,M,N,N,1,126900.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16413,365243,1,1,0,0,,3.0
5013446,F,Y,N,0,155000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22723,365243,1,0,0,0,,1.0
5013447,M,Y,Y,0,290500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15235,-6973,1,0,0,0,Medicine staff,2.0
5013448,F,Y,N,0,316600.0,Pensioner,Secondary / secondary special,Married,House / apartment,-25393,365243,1,1,0,1,,2.0
5013449,F,N,Y,2,330100.0,Working,Higher education,Single / not married,House / apartment,-18567,-8830,1,0,0,0,Laborers,3.0
5013450,F,N,N,0,116000.0,Working,Secondary / secondary special,Married,House / apartment,-16249,-2531,1,0,0,0,Laborers,2.0
5013451,M,N,Y,1,244100.0,State servant,Secondary / secondary special,Married,House / apartment,-12690,-2206,1,1,0,0,Laborers,3.0
5013452,F,N,N,0,146200.0,Working,Higher education,Separated,House / apartment,-7507,-104,1,0,0,0,,1.0
5013453,M,Y,Y,0,298400.0,Working,Higher education,Single / not married,House / apartment,-18455,-10375,1,1,0,0,Laborers,1.0
5013454,M,Y,Y,0,310200.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17852,365243,1,0,0,0,,2.0
5013455,F,Y,Y,0,135900.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16743,-2723,1,1,0,0,,1.0
5013456,F,Y,Y,0,396100.0,Pensioner,Higher education,Civil marriage,House / apartment,-17125,365243,1,0,0,0,,2.0
5013457,F,Y,Y,0,786100.0,Working,Secondary / secondary special,Separated,House / apartment,-22710,-12494,1,1,0,0,,1.0
5013458,F,N,Y,0,370600.0,Commercial associate,Higher education,Married,House / apartment,-13092,-4989,1,1,1,0,Drivers,2.0
5013459,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-17354,-7371,1,0,0,0,Drivers,1.0
5013460,F,N,Y,0,208400.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-19723,365243,1,0,0,0,,1.0
5013461,F,Y,Y,1,219900.0,Working,Secondary / secondary special,Married,House / apartment,-11137,-956,1,0,1,1,Laborers,3.0
5013462,M,N,Y,1,166900.0,Pensioner,Secondary / secondary special,Married,With parents,-24195,365243,1,0,0,0,,3.0
5013463,F,N,N,0,277000.0,Working,Secondary / secondary special,Married,House / apartment,-20767,-1188,1,0,0,0,Managers,2.0
5013464,F,N,N,2,138200.0,Working,Secondary / secondary special,Married,House / apartment,-8278,-692,1,0,1,0,,4.0
5013465,F,Y,N,0,94900.0,Working,Higher education,Widow,House / apartment,-23104,365243,1,1,0,0,,1.0
5013466,F,Y,Y,0,272500.0,Working,Higher education,Married,House / apartment,-24287,-12077,1,1,0,0,Laborers,2.0
5013467,F,Y,Y,0,246700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21799,-14723,1,0,0,0,,2.0
5013468,F,Y,Y,0,183500.0,Working,Incomplete higher,Single / not married,House / apartment,-15089,-810,1,0,0,0,Laborers,1.0
